taxid	rank
genus	366897
genus	366899
genus	366901
genus	366908
genus	366933
genus	366935
genus	366937
genus	367020
genus	367043
genus	367068
genus	367114
genus	367117
genus	367188
genus	367199
genus	367285
genus	367287
genus	367290
genus	367298
genus	367360
genus	367451
genus	367454
genus	367494
genus	367498
genus	367504
genus	367506
genus	367508
genus	367513
genus	367572
genus	367585
genus	367586
genus	367590
genus	367593
genus	367620
genus	367629
genus	367636
genus	367771
genus	367773
genus	367777
genus	367841
genus	367861
genus	367865
genus	367870
genus	367871
genus	367872
genus	367874
genus	367875
genus	367876
genus	367878
genus	367900
genus	367902
genus	367908
genus	367910
genus	367913
genus	367918
genus	367924
genus	367926
genus	367956
genus	367959
genus	367970
genus	367972
genus	368072
genus	368074
genus	368076
genus	368083
genus	368331
genus	368335
genus	368337
genus	368340
genus	368783
genus	368934
genus	369128
genus	369130
genus	369135
genus	369137
genus	369140
genus	369142
genus	369157
genus	369159
genus	369161
genus	369165
genus	369168
genus	369171
genus	369173
genus	369177
genus	369182
genus	369186
genus	369190
genus	369193
genus	369202
genus	369205
genus	369212
genus	369214
genus	369218
genus	369221
genus	369223
genus	369229
genus	369233
genus	369238
genus	369246
genus	369248
genus	369251
genus	369253
genus	369261
genus	369525
genus	369558
genus	369561
genus	369573
genus	369594
genus	369620
genus	369622
genus	369624
genus	369626
genus	369629
genus	369633
genus	369636
genus	369638
genus	369653
genus	369662
genus	369675
genus	369677
genus	369693
genus	369717
genus	370028
genus	370031
genus	370033
genus	370117
genus	370118
genus	370119
genus	370349
genus	370356
genus	370358
genus	370406
genus	370422
genus	370430
genus	370434
genus	370735
genus	370740
genus	370742
genus	370744
genus	370749
genus	370758
genus	370760
genus	370762
genus	370836
genus	370839
genus	370897
genus	370916
genus	370918
genus	370925
genus	370927
genus	370942
genus	371149
genus	371398
genus	371416
genus	371420
genus	371424
genus	371428
genus	371434
genus	371436
genus	371445
genus	371448
genus	371452
genus	371455
genus	371458
genus	371460
genus	371468
genus	371471
genus	371474
genus	371480
genus	371483
genus	371486
genus	371490
genus	371494
genus	371497
genus	371500
genus	371504
genus	371509
genus	371513
genus	371519
genus	371521
genus	371524
genus	371527
genus	371543
genus	371549
genus	372047
genus	372048
genus	372049
genus	372051
genus	372052
genus	372085
genus	372287
genus	371730
genus	371738
genus	371824
genus	371829
genus	371927
genus	371929
genus	371932
genus	371950
genus	371951
genus	371957
genus	371958
genus	371959
genus	371965
genus	371968
genus	371973
genus	371976
genus	372004
genus	372014
genus	372310
genus	305771
genus	305774
genus	372546
genus	372548
genus	305777
genus	305786
genus	372562
genus	305820
genus	372431
genus	372437
genus	372442
genus	372452
genus	305855
genus	305894
genus	372985
genus	372764
genus	372766
genus	372793
genus	372795
genus	372797
genus	372799
genus	372804
genus	372808
genus	372810
genus	373092
genus	373097
genus	373099
genus	373114
genus	373116
genus	373121
genus	373137
genus	373141
genus	373041
genus	373291
genus	373293
genus	373297
genus	373299
genus	373301
genus	373303
genus	373305
genus	373277
genus	373281
genus	373285
genus	373307
genus	373311
genus	373313
genus	373315
genus	373053
genus	373060
genus	373063
genus	373065
genus	373076
genus	373782
genus	373432
genus	373649
genus	373797
genus	373682
genus	373799
genus	373801
genus	373803
genus	373808
genus	373810
genus	373812
genus	373814
genus	373816
genus	373728
genus	373730
genus	373820
genus	373732
genus	373734
genus	373736
genus	373984
genus	373824
genus	373826
genus	373828
genus	373833
genus	373836
genus	373838
genus	373840
genus	373955
genus	374042
genus	374046
genus	374065
genus	374066
genus	374067
genus	374069
genus	374075
genus	374079
genus	374080
genus	374081
genus	374082
genus	374083
genus	374084
genus	374085
genus	374086
genus	374087
genus	374103
genus	374109
genus	374113
genus	374183
genus	374185
genus	374192
genus	374194
genus	374196
genus	374200
genus	374202
genus	374204
genus	374206
genus	374208
genus	374590
genus	374639
genus	374641
genus	374643
genus	374468
genus	374469
genus	374646
genus	374648
genus	374650
genus	374656
genus	374659
genus	374661
genus	374666
genus	374676
genus	374678
genus	374680
genus	374682
genus	374684
genus	374686
genus	374690
genus	374695
genus	374728
genus	374813
genus	374816
genus	374818
genus	374820
genus	374750
genus	374823
genus	374756
genus	375211
genus	374994
genus	375004
genus	375010
genus	375079
genus	374937
genus	374940
genus	375084
genus	375086
genus	375226
genus	375090
genus	375092
genus	375098
genus	375100
genus	375104
genus	375106
genus	375108
genus	375231
genus	375115
genus	375234
genus	375236
genus	375240
genus	375249
genus	375142
genus	375145
genus	375266
genus	375404
genus	375268
genus	375270
genus	375420
genus	375422
genus	375278
genus	375202
genus	375206
genus	375288
genus	375208
genus	375453
genus	375455
genus	375364
genus	375500
genus	375501
genus	375502
genus	375503
genus	375504
genus	375505
genus	375506
genus	375507
genus	375508
genus	375509
genus	375510
genus	375511
genus	375543
genus	375648
genus	375649
genus	375673
genus	375366
genus	375368
genus	375373
genus	375385
genus	375582
genus	375584
genus	375388
genus	375588
genus	375389
genus	375762
genus	375763
genus	375767
genus	375770
genus	375773
genus	375775
genus	375784
genus	375791
genus	375390
genus	375391
genus	375392
genus	375393
genus	376199
genus	376010
genus	376222
genus	376224
genus	376226
genus	376229
genus	376232
genus	376235
genus	376238
genus	376243
genus	376269
genus	376112
genus	376114
genus	376125
genus	376276
genus	376278
genus	376344
genus	376142
genus	376164
genus	376170
genus	376357
genus	375846
genus	375848
genus	375850
genus	375852
genus	376363
genus	375854
genus	375856
genus	376631
genus	375887
genus	375928
genus	375930
genus	375989
genus	375991
genus	375993
genus	375995
genus	375996
genus	376469
genus	376488
genus	375998
genus	376000
genus	376636
genus	376641
genus	376644
genus	376646
genus	376649
genus	376652
genus	376655
genus	376663
genus	376664
genus	376665
genus	376666
genus	376667
genus	376738
genus	376790
genus	376743
genus	376855
genus	376857
genus	376763
genus	376859
genus	376767
genus	376883
genus	376885
genus	376769
genus	376887
genus	376889
genus	377167
genus	376914
genus	377149
genus	377168
genus	377169
genus	377170
genus	377171
genus	377172
genus	377173
genus	377174
genus	377223
genus	377364
genus	377365
genus	377367
genus	377368
genus	377369
genus	377392
genus	377582
genus	377584
genus	377228
genus	377239
genus	377246
genus	377262
genus	377640
genus	377641
genus	377642
genus	377643
genus	377433
genus	377265
genus	377655
genus	377656
genus	377267
genus	377658
genus	377659
genus	377660
genus	377662
genus	377282
genus	377663
genus	377666
genus	377668
genus	377671
genus	377672
genus	377673
genus	377675
genus	377676
genus	377679
genus	377682
genus	377683
genus	377688
genus	377690
genus	377691
genus	377521
genus	377522
genus	377523
genus	377524
genus	377526
genus	377527
genus	377528
genus	377529
genus	377530
genus	377695
genus	377698
genus	377702
genus	377703
genus	377704
genus	377705
genus	377707
genus	377708
genus	377709
genus	377711
genus	377712
genus	377713
genus	377715
genus	377716
genus	377717
genus	377719
genus	377720
genus	377721
genus	377723
genus	377724
genus	377725
genus	377726
genus	377531
genus	377532
genus	377727
genus	377733
genus	377735
genus	377736
genus	377738
genus	377741
genus	377742
genus	377824
genus	377825
genus	377743
genus	377745
genus	377749
genus	377750
genus	377751
genus	377752
genus	377827
genus	377829
genus	377830
genus	377838
genus	377839
genus	377840
genus	377841
genus	377753
genus	377755
genus	377758
genus	377760
genus	377761
genus	377762
genus	377767
genus	377768
genus	377770
genus	377771
genus	377772
genus	377773
genus	377778
genus	377779
genus	377284
genus	377784
genus	377787
genus	377788
genus	377790
genus	377791
genus	377286
genus	377793
genus	377795
genus	377799
genus	377801
genus	377804
genus	377291
genus	377807
genus	377809
genus	377813
genus	377815
genus	377818
genus	377820
genus	377822
genus	377306
genus	377823
genus	377315
genus	377347
genus	377352
genus	378438
genus	378062
genus	378065
genus	378068
genus	378070
genus	378078
genus	378081
genus	378083
genus	378092
genus	378094
genus	378097
genus	378101
genus	378111
genus	378114
genus	378119
genus	378267
genus	378268
genus	378443
genus	378282
genus	378283
genus	378446
genus	378298
genus	378474
genus	378300
genus	378162
genus	378180
genus	378491
genus	378193
genus	378358
genus	378210
genus	378360
genus	379065
genus	378365
genus	378369
genus	378371
genus	378373
genus	378376
genus	378378
genus	378380
genus	378409
genus	378416
genus	378808
genus	378842
genus	378844
genus	378846
genus	378848
genus	378851
genus	378853
genus	378858
genus	378860
genus	378862
genus	378864
genus	378866
genus	378868
genus	378870
genus	378872
genus	378874
genus	378876
genus	378878
genus	378880
genus	378882
genus	378884
genus	378889
genus	378891
genus	378893
genus	378895
genus	378897
genus	378899
genus	378901
genus	378903
genus	378905
genus	378907
genus	378909
genus	378911
genus	378915
genus	378917
genus	378919
genus	378921
genus	378923
genus	378925
genus	378928
genus	378930
genus	378932
genus	378934
genus	378675
genus	378678
genus	378736
genus	378749
genus	378751
genus	378772
genus	378789
genus	378797
genus	378799
genus	378936
genus	379068
genus	379070
genus	379072
genus	379074
genus	379124
genus	379125
genus	379131
genus	379344
genus	379132
genus	379817
genus	379354
genus	379357
genus	379614
genus	379421
genus	379820
genus	379899
genus	379546
genus	379571
genus	379575
genus	380443
genus	380053
genus	380055
genus	380057
genus	380085
genus	380109
genus	380112
genus	380115
genus	380117
genus	380121
genus	380125
genus	380163
genus	380165
genus	380169
genus	379732
genus	379813
genus	379814
genus	379815
genus	379816
genus	380445
genus	380505
genus	380362
genus	380365
genus	380368
genus	380370
genus	380377
genus	380225
genus	380240
genus	380507
genus	380509
genus	380519
genus	380521
genus	380530
genus	380642
genus	380534
genus	380539
genus	380541
genus	380552
genus	381082
genus	380738
genus	380878
genus	380883
genus	380886
genus	380888
genus	380890
genus	380892
genus	380895
genus	380898
genus	380900
genus	380993
genus	380995
genus	380997
genus	381001
genus	381217
genus	381084
genus	381113
genus	381266
genus	381278
genus	381116
genus	381120
genus	381126
genus	381703
genus	381342
genus	381344
genus	381347
genus	381348
genus	381350
genus	381355
genus	381356
genus	381357
genus	381358
genus	381360
genus	381361
genus	381362
genus	381363
genus	381364
genus	381365
genus	381366
genus	381367
genus	381368
genus	381369
genus	381370
genus	381371
genus	381372
genus	381398
genus	381414
genus	381416
genus	381430
genus	381435
genus	381438
genus	381441
genus	381464
genus	381541
genus	381597
genus	381626
genus	381642
genus	381644
genus	381646
genus	381648
genus	381651
genus	381653
genus	381755
genus	382114
genus	381972
genus	381976
genus	381757
genus	381980
genus	381760
genus	381985
genus	381876
genus	381988
genus	381991
genus	381993
genus	381996
genus	381999
genus	382003
genus	382012
genus	382015
genus	382019
genus	382023
genus	382028
genus	382030
genus	382034
genus	382040
genus	382046
genus	382049
genus	382054
genus	382056
genus	382178
genus	382243
genus	381878
genus	381880
genus	381886
genus	381888
genus	382765
genus	382537
genus	382539
genus	382312
genus	382314
genus	382376
genus	382378
genus	382381
genus	382769
genus	382771
genus	382773
genus	382775
genus	382441
genus	382648
genus	382861
genus	382707
genus	382709
genus	382716
genus	383509
genus	383510
genus	383511
genus	383512
genus	383514
genus	383515
genus	383517
genus	383922
genus	383926
genus	383928
genus	383930
genus	383932
genus	383940
genus	383947
genus	384361
genus	384592
genus	384594
genus	384596
genus	384674
genus	384770
genus	384772
genus	384774
genus	385023
genus	385031
genus	385033
genus	385054
genus	385056
genus	385060
genus	385244
genus	385261
genus	385266
genus	385269
genus	385272
genus	385274
genus	385277
genus	385279
genus	385282
genus	385286
genus	385290
genus	385295
genus	385297
genus	385299
genus	385304
genus	385309
genus	385359
genus	385367
genus	385980
genus	386044
genus	386046
genus	386048
genus	386050
genus	386052
genus	386054
genus	386057
genus	386059
genus	386107
genus	386111
genus	386114
genus	386117
genus	386119
genus	386129
genus	386131
genus	386135
genus	386137
genus	386141
genus	386143
genus	386145
genus	386147
genus	386149
genus	386452
genus	386462
genus	386812
genus	386823
genus	386838
genus	386853
genus	387016
genus	387036
genus	387095
genus	387104
genus	387105
genus	387108
genus	387113
genus	387123
genus	387128
genus	387131
genus	387133
genus	387136
genus	382513
genus	382914
genus	382916
genus	382920
genus	382923
genus	382925
genus	382929
genus	382943
genus	382949
genus	382957
genus	383614
genus	383622
genus	383662
genus	383664
genus	383666
genus	383668
genus	383672
genus	383677
genus	383690
genus	383738
genus	383977
genus	383981
genus	384041
genus	384367
genus	384369
genus	384372
genus	384374
genus	384376
genus	384380
genus	384391
genus	384451
genus	384466
genus	384776
genus	384778
genus	384781
genus	384785
genus	384789
genus	384792
genus	384794
genus	384796
genus	384798
genus	384801
genus	384803
genus	384805
genus	384807
genus	384809
genus	384811
genus	384813
genus	384815
genus	384818
genus	384820
genus	384822
genus	384826
genus	384828
genus	384831
genus	384834
genus	384840
genus	384907
genus	384923
genus	384936
genus	384938
genus	385421
genus	385429
genus	385520
genus	385532
genus	385572
genus	385652
genus	386152
genus	386156
genus	386158
genus	386162
genus	386168
genus	386170
genus	386172
genus	386177
genus	386179
genus	386181
genus	386183
genus	386191
genus	386193
genus	386196
genus	386200
genus	386202
genus	386204
genus	386206
genus	386208
genus	386210
genus	386212
genus	386215
genus	386217
genus	386219
genus	386221
genus	386225
genus	386227
genus	386229
genus	386231
genus	386235
genus	386237
genus	386239
genus	386241
genus	386246
genus	386248
genus	386252
genus	386255
genus	386268
genus	386274
genus	386277
genus	386279
genus	386311
genus	386607
genus	386612
genus	386628
genus	386638
genus	386663
genus	386664
genus	386666
genus	386667
genus	386683
genus	386687
genus	387439
genus	387442
genus	387444
genus	387559
genus	387590
genus	382865
genus	382876
genus	382879
genus	387596
genus	382894
genus	387599
genus	387601
genus	387605
genus	387609
genus	387612
genus	382897
genus	382901
genus	382905
genus	382909
genus	382911
genus	387782
genus	387658
genus	387664
genus	387839
